0,648,float32
1,24,float32
2,24,float32
3,216,float32
4,24,float32
5,24,float32
6,576,float32
7,24,float32
8,24,float32
9,864,float32
10,864,float32
11,144,float32
12,144,float32
13,432,float32
14,1200,float32
15,2352,float32
16,144,float32
17,144,float32
18,1152,float32
19,1152,float32
20,32,float32
21,32,float32
22,768,float32
23,768,float32
24,96,float32
25,96,float32
26,864,float32
27,96,float32
28,96,float32
29,768,float32
30,768,float32
31,32,float32
32,32,float32
33,6144,float32
34,192,float32
35,192,float32
36,432,float32
37,1200,float32
38,2352,float32
39,3888,float32
40,192,float32
41,192,float32
42,3072,float32
43,16,float32
44,3072,float32
45,192,float32
46,7680,float32
47,40,float32
48,40,float32
49,2400,float32
50,2400,float32
51,240,float32
52,240,float32
53,1080,float32
54,3000,float32
55,240,float32
56,240,float32
57,4800,float32
58,20,float32
59,4800,float32
60,240,float32
61,2400,float32
62,2400,float32
63,40,float32
64,40,float32
65,2400,float32
66,2400,float32
67,240,float32
68,240,float32
69,1080,float32
70,3000,float32
71,240,float32
72,240,float32
73,4800,float32
74,20,float32
75,4800,float32
76,240,float32
77,2400,float32
78,2400,float32
79,40,float32
80,40,float32
81,2400,float32
82,2400,float32
83,240,float32
84,240,float32
85,1080,float32
86,3000,float32
87,240,float32
88,240,float32
89,4800,float32
90,20,float32
91,4800,float32
92,240,float32
93,2400,float32
94,2400,float32
95,40,float32
96,40,float32
97,9600,float32
98,240,float32
99,240,float32
100,720,float32
101,2000,float32
102,3920,float32
103,240,float32
104,240,float32
105,2400,float32
106,10,float32
107,2400,float32
108,240,float32
109,19200,float32
110,80,float32
111,80,float32
112,9600,float32
113,9600,float32
114,480,float32
115,480,float32
116,1080,float32
117,3000,float32
118,5880,float32
119,9720,float32
120,480,float32
121,480,float32
122,9600,float32
123,20,float32
124,9600,float32
125,480,float32
126,9600,float32
127,9600,float32
128,80,float32
129,80,float32
130,9600,float32
131,9600,float32
132,480,float32
133,480,float32
134,1080,float32
135,3000,float32
136,5880,float32
137,9720,float32
138,480,float32
139,480,float32
140,9600,float32
141,20,float32
142,9600,float32
143,480,float32
144,9600,float32
145,9600,float32
146,80,float32
147,80,float32
148,9600,float32
149,9600,float32
150,480,float32
151,480,float32
152,1080,float32
153,3000,float32
154,5880,float32
155,9720,float32
156,480,float32
157,480,float32
158,9600,float32
159,20,float32
160,9600,float32
161,480,float32
162,9600,float32
163,9600,float32
164,80,float32
165,80,float32
166,38400,float32
167,480,float32
168,480,float32
169,4320,float32
170,480,float32
171,480,float32
172,19200,float32
173,40,float32
174,19200,float32
175,480,float32
176,57600,float32
177,120,float32
178,120,float32
179,10800,float32
180,10800,float32
181,360,float32
182,360,float32
183,810,float32
184,2250,float32
185,4410,float32
186,7290,float32
187,360,float32
188,360,float32
189,21600,float32
190,60,float32
191,21600,float32
192,360,float32
193,10800,float32
194,10800,float32
195,120,float32
196,120,float32
197,10800,float32
198,10800,float32
199,360,float32
200,360,float32
201,810,float32
202,2250,float32
203,4410,float32
204,7290,float32
205,360,float32
206,360,float32
207,21600,float32
208,60,float32
209,21600,float32
210,360,float32
211,10800,float32
212,10800,float32
213,120,float32
214,120,float32
215,10800,float32
216,10800,float32
217,360,float32
218,360,float32
219,810,float32
220,2250,float32
221,4410,float32
222,7290,float32
223,360,float32
224,360,float32
225,21600,float32
226,60,float32
227,21600,float32
228,360,float32
229,10800,float32
230,10800,float32
231,120,float32
232,120,float32
233,86400,float32
234,720,float32
235,720,float32
236,1620,float32
237,4500,float32
238,8820,float32
239,14580,float32
240,720,float32
241,720,float32
242,43200,float32
243,60,float32
244,43200,float32
245,720,float32
246,144000,float32
247,200,float32
248,200,float32
249,240000,float32
250,1200,float32
251,1200,float32
252,2700,float32
253,7500,float32
254,14700,float32
255,24300,float32
256,1200,float32
257,1200,float32
258,120000,float32
259,100,float32
260,120000,float32
261,1200,float32
262,60000,float32
263,60000,float32
264,200,float32
265,200,float32
266,240000,float32
267,1200,float32
268,1200,float32
269,2700,float32
270,7500,float32
271,14700,float32
272,24300,float32
273,1200,float32
274,1200,float32
275,120000,float32
276,100,float32
277,120000,float32
278,1200,float32
279,60000,float32
280,60000,float32
281,200,float32
282,200,float32
283,240000,float32
284,1200,float32
285,1200,float32
286,2700,float32
287,7500,float32
288,14700,float32
289,24300,float32
290,1200,float32
291,1200,float32
292,120000,float32
293,100,float32
294,120000,float32
295,1200,float32
296,60000,float32
297,60000,float32
298,200,float32
299,200,float32
300,307200,float32
301,1536,float32
302,1536,float32
303,1536000,float32
304,1000,float32